"source","Doctype","Article.Title","Authors","Journal.Book","Year","search_string","DOI","URL","Title_cleaned"
"Proquest","Dissertations & Theses","Coping through Counterproductive Work Behaviors: An Examination of How Employees Deal with Emotional Labor","Costa, Joseph B.","ProQuest Dissertations and Theses","2015","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/coping-through-counterproductive-work-behaviors/docview/1747453068/se-2?accountid=14667","copingthroughcounterproductiveworkbehaviorsanexaminationofhowemployeesdealwithemotionallabor"
"Proquest","Dissertations & Theses","The Effectiveness of Cash Transfers as a Policy Instrument in K-16 Education","Mills, Jonathan N.","ProQuest Dissertations and Theses","2015","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/effectiveness-cash-transfers-as-policy-instrument/docview/1708665306/se-2?accountid=14667","theeffectivenessofcashtransfersasapolicyinstrumentinkeducation"
"Proquest","Dissertations & Theses","The Influence of Subclinical Narcissism on Employee Feedback Receptivity and Employee Motivation to Use Feedback","Dempster, Neil Erik","ProQuest Dissertations and Theses","2015","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/influence-subclinical-narcissism-on-employee/docview/1696352188/se-2?accountid=14667","theinfluenceofsubclinicalnarcissismonemployeefeedbackreceptivityandemployeemotivationtousefeedback"
"Proquest","Dissertations & Theses","Advances to Mental Accounting Theory: Evidence for Mental Stealing and Retroactive Malleable Mental Accounting","Shah, Esta Denton","ProQuest Dissertations and Theses","2015","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/advances-mental-accounting-theory-evidence/docview/1690876402/se-2","advancestomentalaccountingtheoryevidenceformentalstealingandretroactivemalleablementalaccounting"
"Proquest","Dissertations & Theses","Cognition and Consequences of the Belief in Free Will","Feldman, Gilad","PQDT - Global","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/cognition-consequences-belief-free-will/docview/2090871580/se-2?accountid=14667","cognitionandconsequencesofthebeliefinfreewill"
"Proquest","Dissertations & Theses","Autonom�a personal y afrontamiento en mujeres en situaci�n de maltrato","Galego Carrillo, Vanesa","PQDT - Global","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/autonom�a-personal-y-afrontamiento-en-mujeres/docview/2011046993/se-2?accountid=14667","autonomapersonalyafrontamientoenmujeresensituacindemaltrato"
"Proquest","Dissertations & Theses","Understanding the influence of social responsibility educational interventions on the empowerment of female student-athletes: A case study using consensual qualitative research","Malnati, Alicia Hatcher","ProQuest Dissertations and Theses","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/understanding-influence-social-responsibility/docview/1823614156/se-2?accountid=14667","understandingtheinfluenceofsocialresponsibilityeducationalinterventionsontheempowermentoffemalestudentathletesacasestudyusingconsensualqualitativeresearch"
"Proquest","Dissertations & Theses","Predictive factors for commitment to the priestly vocation: A study of priests and seminarians","Sunardi, Yulius","ProQuest Dissertations and Theses","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/predictive-factors-commitment-priestly-vocation/docview/1637726973/se-2","predictivefactorsforcommitmenttothepriestlyvocationastudyofpriestsandseminarians"
"Proquest","Dissertations & Theses","Examination of an emotion-focused therapy intervention to promote self-forgiveness for interpersonal offenses","Cornish, Marilyn A.","ProQuest Dissertations and Theses","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/examination-emotion-focused-therapy-intervention/docview/1622572269/se-2?accountid=14667","examinationofanemotionfocusedtherapyinterventiontopromoteselfforgivenessforinterpersonaloffenses"
"Proquest","Dissertations & Theses","The hot hand and psychological momentum as adaptive beliefs in sport","Little, BaRack","ProQuest Dissertations and Theses","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/hot-hand-psychological-momentum-as-adaptive/docview/1618961593/se-2?accountid=14667","thehothandandpsychologicalmomentumasadaptivebeliefsinsport"
"Proquest","Dissertations & Theses","Predicting emotion regulation in early childhood: The impact of maternal well-being, infant crying, and dyadic mutuality","Burkhardt, Tiffany","ProQuest Dissertations and Theses","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/predicting-emotion-regulation-early-childhood/docview/1551773279/se-2?accountid=14667","predictingemotionregulationinearlychildhoodtheimpactofmaternalwellbeinginfantcryinganddyadicmutuality"
"Proquest","Dissertations & Theses","Post-treatment drug use, recidivism, analogous behaviors, and perceptions of fairness: Examining whether parolees with low self-control will benefit from the Collaborative Behavioral Management intervention","Chintakrindi, Sriram","ProQuest Dissertations and Theses","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/post-treatment-drug-use-recidivism-analogous/docview/1548716463/se-2?accountid=14667","posttreatmentdruguserecidivismanalogousbehaviorsandperceptionsoffairnessexaminingwhetherparoleeswithlowselfcontrolwillbenefitfromthecollaborativebehavioralmanagementintervention"
"Proquest","Dissertations & Theses","The Relationship between Eating Pathology, Recalled Parenting Style, and Self-Regulation","Plant Mathys, Kendra","ProQuest Dissertations and Theses","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/relationship-between-eating-pathology-recalled/docview/1466272851/se-2?accountid=14667","therelationshipbetweeneatingpathologyrecalledparentingstyleandselfregulation"
"Proquest","Dissertations & Theses","Distress Driven Impulsivity as a Risk Factor and Treatment Target for Substance Use Disorder","Malouf, Elizabeth T.","ProQuest Dissertations and Theses","2014","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/distress-driven-impulsivity-as-risk-factor/docview/1433901253/se-2?accountid=14667","distressdrivenimpulsivityasariskfactorandtreatmenttargetforsubstanceusedisorder"
"Proquest","Dissertations & Theses","Hooked on the Internet: The Prevalence, Risk, Theory and Presenting Problem of Internet Addiction","Kuss, Daria J.","PQDT - Global","2013","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/hooked-on-internet-prevalence-risk-theory/docview/2390781205/se-2?accountid=14667","hookedontheinternettheprevalencerisktheoryandpresentingproblemofinternetaddiction"
"Proquest","Dissertations & Theses","Mindfulness and eating: An exploration of effects and mediators","Jenkins, Kimberley","PQDT - Global","2013","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/mindfulness-eating-exploration-effects-mediators/docview/2008130247/se-2?accountid=14667","mindfulnessandeatinganexplorationofeffectsandmediators"
"Proquest","Dissertations & Theses","School support, self-worth, and persistence to degree attainment: A quantitative quasi-experimental study","Daniel, Raymond V.","ProQuest Dissertations and Theses","2013","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/school-support-self-worth-persistence-degree/docview/1609375175/se-2?accountid=14667","schoolsupportselfworthandpersistencetodegreeattainmentaquantitativequasiexperimentalstudy"
"Proquest","Dissertations & Theses","The effects of gender, culture, and acculturation on verbal fluency in Filipino Americans and Caucasian European Americans","Held, Mark Michael","ProQuest Dissertations and Theses","2013","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/effects-gender-culture-acculturation-on-verbal/docview/1524258561/se-2?accountid=14667","theeffectsofgendercultureandacculturationonverbalfluencyinfilipinoamericansandcaucasianeuropeanamericans"
"Proquest","Dissertations & Theses","Attachment and the Virtuous Life: Early Attachment's Effect on Virtue Development","Westbrook, Justin T.","ProQuest Dissertations and Theses","2013","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/attachment-virtuous-life-early-attachments-effect/docview/1476212437/se-2?accountid=14667","attachmentandthevirtuouslifeearlyattachmentseffectonvirtuedevelopment"
"Proquest","Dissertations & Theses","Adult age differences in the narration of self and other forgiveness","Mansour, Emma Louise","ProQuest Dissertations and Theses","2013","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/adult-age-differences-narration-self-other/docview/1442475964/se-2?accountid=14667","adultagedifferencesinthenarrationofselfandotherforgiveness"
"Proquest","Dissertations & Theses","Relationship of Guilt, Conciliatory Behavior and Perceived Forgiveness from the Victim on Event Self-Forgiveness","Rahman, Nazia","ProQuest Dissertations and Theses","2013","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/relationship-guilt-conciliatory-behavior/docview/1080974751/se-2","relationshipofguiltconciliatorybehaviorandperceivedforgivenessfromthevictimoneventselfforgiveness"
"Proquest","Dissertations & Theses","Parenting styles and self-forgiveness: Are guilt and shame mediators?","Harrison, Teresa Logan","ProQuest Dissertations and Theses","2012","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/parenting-styles-self-forgiveness-are-guilt-shame/docview/1466299947/se-2?accountid=14667","parentingstylesandselfforgivenessareguiltandshamemediators"
"Proquest","Dissertations & Theses","Plugged in: The effects of electronic media use on attention problems, cognitive control, visual attention, and aggression","Swing, Edward Lee","ProQuest Dissertations and Theses","2012","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/plugged-effects-electronic-media-use-on-attention/docview/1095737102/se-2?accountid=14667","pluggedintheeffectsofelectronicmediauseonattentionproblemscognitivecontrolvisualattentionandaggression"
"Proquest","Dissertations & Theses","Benefits of Self-Forgiveness on Well-Being and Self-Forgiveness Facilitating Factors","Hanna, Wegdan E.","ProQuest Dissertations and Theses","2012","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/benefits-self-forgiveness-on-well-being/docview/1026929447/se-2?accountid=14667","benefitsofselfforgivenessonwellbeingandselfforgivenessfacilitatingfactors"
"Proquest","Dissertations & Theses","Exploring age differences in the resource model of depletion","Worsham, Andrea","ProQuest Dissertations and Theses","2012","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/exploring-age-differences-resource-model/docview/1023129975/se-2?accountid=14667","exploringagedifferencesintheresourcemodelofdepletion"
"Proquest","Dissertations & Theses","Using Rasch Measurement Theory to Validate the Student Performance Character and Student Moral Character Scales","Caines, Jade","ProQuest Dissertations and Theses","2011","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/using-rasch-measurement-theory-validate-student/docview/963526667/se-2?accountid=14667","usingraschmeasurementtheorytovalidatethestudentperformancecharacterandstudentmoralcharacterscales"
"Proquest","Dissertations & Theses","The effects of mindfulness on adolescent cigarette smoking: Measurement, mechanisms, and theory","Black, David S.","ProQuest Dissertations and Theses","2011","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/effects-mindfulness-on-adolescent-cigarette/docview/884622992/se-2?accountid=14667","theeffectsofmindfulnessonadolescentcigarettesmokingmeasurementmechanismsandtheory"
"Proquest","Dissertations & Theses","Views of the self and inter-connectedness as predictors of forgiveness","Cardi, Michelle K.","ProQuest Dissertations and Theses","2010","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/views-self-inter-connectedness-as-predictors/docview/907548310/se-2?accountid=14667","viewsoftheselfandinterconnectednessaspredictorsofforgiveness"
"Proquest","Dissertations & Theses","The relationship among self-esteem, locus of control, and predisposition toward forgiveness in African American and Hispanic female college students","Johnson, Quinessa S.","ProQuest Dissertations and Theses","2010","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/relationship-among-self-esteem-locus-control/docview/760097817/se-2?accountid=14667","therelationshipamongselfesteemlocusofcontrolandpredispositiontowardforgivenessinafricanamericanandhispanicfemalecollegestudents"
"Proquest","Dissertations & Theses","Self-forgiveness for interpersonal and intrapersonal transgressions","Terzino, Kari A.","ProQuest Dissertations and Theses","2010","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/self-forgiveness-interpersonal-intrapersonal/docview/749403094/se-2?accountid=14667","selfforgivenessforinterpersonalandintrapersonaltransgressions"
"Proquest","Dissertations & Theses","An exploration of emotional sobriety: The experience of shame and guilt for the alcoholic working the twelve step recovery program of Alcoholics Anonymous","Randa, Leigh Anne","ProQuest Dissertations and Theses","2010","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/exploration-emotional-sobriety-experience-shame/docview/577394194/se-2?accountid=14667","anexplorationofemotionalsobrietytheexperienceofshameandguiltforthealcoholicworkingthetwelvesteprecoveryprogramofalcoholicsanonymous"
"Proquest","Dissertations & Theses","Gender role orientation and the role of empathy in interventions promoting the development of interpersonal forgiveness","Goldman, Daniel B.","ProQuest Dissertations and Theses","2010","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/gender-role-orientation-empathy-interventions/docview/305213119/se-2?accountid=14667","genderroleorientationandtheroleofempathyininterventionspromotingthedevelopmentofinterpersonalforgiveness"
"Proquest","Dissertations & Theses","�Car ils ne savent pas ce qu'ils font�: Au c�ur du pardon et de sa dynamique spirituelle","Lalonde, Richard","ProQuest Dissertations and Theses","2009","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/car-ils-ne-savent-pas-ce-quils-font-au-c�ur-du/docview/845687252/se-2?accountid=14667","carilsnesaventpascequilsfontaucurdupardonetdesadynamiquespirituelle"
"Proquest","Dissertations & Theses","The role of grit in predicting performance in collegiate athletes","Joseph, Anthony Ivan","ProQuest Dissertations and Theses","2009","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/role-grit-predicting-performance-collegiate/docview/305164224/se-2?accountid=14667","theroleofgritinpredictingperformanceincollegiateathletes"
"Proquest","Dissertations & Theses","Self-control and perceived control as mediators of the relationship between molecular family stability and adjustment","Sokolowski, Karen L.","ProQuest Dissertations and Theses","2009","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/self-control-perceived-as-mediators-relationship/docview/305090122/se-2?accountid=14667","selfcontrolandperceivedcontrolasmediatorsoftherelationshipbetweenmolecularfamilystabilityandadjustment"
"Proquest","Dissertations & Theses","The role of optimism in the interpersonal psychological theory of suicidal behavior","Rasmussen, Kathy Ann","ProQuest Dissertations and Theses","2009","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/role-optimism-interpersonal-psychological-theory/docview/305082797/se-2?accountid=14667","theroleofoptimismintheinterpersonalpsychologicaltheoryofsuicidalbehavior"
"Proquest","Dissertations & Theses","A comparison of college students with narcissistic versus avoidant personality features on forgiveness and vengeance measures","DeYoung, Nathaniel J.","ProQuest Dissertations and Theses","2009","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/comparison-college-students-with-narcissistic/docview/304992413/se-2?accountid=14667","acomparisonofcollegestudentswithnarcissisticversusavoidantpersonalityfeaturesonforgivenessandvengeancemeasures"
"Proquest","Dissertations & Theses","Parenting style and self -control skills","Palmer, Cale D.","ProQuest Dissertations and Theses","2009","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/parenting-style-self-control-skills/docview/304894652/se-2?accountid=14667","parentingstyleandselfcontrolskills"
"Proquest","Dissertations & Theses","Exploring forgiveness: The relationship between feeling forgiven by God and self-forgiveness for an interpersonal offense","Martin, Alyce Mae","ProQuest Dissertations and Theses","2008","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/exploring-forgiveness-relationship-between/docview/89231428/se-2?accountid=14667","exploringforgivenesstherelationshipbetweenfeelingforgivenbygodandselfforgivenessforaninterpersonaloffense"
"Proquest","Dissertations & Theses","Self -appraisals, perfectionism, and academics in college undergraduates","Canter, David E.","ProQuest Dissertations and Theses","2008","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/self-appraisals-perfectionism-academics-college/docview/304839808/se-2?accountid=14667","selfappraisalsperfectionismandacademicsincollegeundergraduates"
"Proquest","Dissertations & Theses","A retrospective study: Adolescent alcohol use and motivation to change behavior","Sentell, Morgan Brianna","ProQuest Dissertations and Theses","2008","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/retrospective-study-adolescent-alcohol-use/docview/304823952/se-2?accountid=14667","aretrospectivestudyadolescentalcoholuseandmotivationtochangebehavior"
"Proquest","Dissertations & Theses","Happiness in adolescence: The contributions of self-control, hope, and personal strivings","Yurkewicz, Charles","ProQuest Dissertations and Theses","2008","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/happiness-adolescence-contributions-self-control/docview/304456190/se-2?accountid=14667","happinessinadolescencethecontributionsofselfcontrolhopeandpersonalstrivings"
"Proquest","Dissertations & Theses","A group forgiveness intervention for adult male homeless individuals: Effects on forgiveness, rumination, and social connectedness","Louden-Gerber, Gwen M.","ProQuest Dissertations and Theses","2008","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/group-forgiveness-intervention-adult-male/docview/288045248/se-2?accountid=14667","agroupforgivenessinterventionforadultmalehomelessindividualseffectsonforgivenessruminationandsocialconnectedness"
"Proquest","Dissertations & Theses","Evaluation of a self -forgiveness intervention: Does it promote emotion resolution and prosocial behavior?","Fisher, Mickie L.","ProQuest Dissertations and Theses","2007","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/evaluation-self-forgiveness-intervention-does/docview/304886812/se-2?accountid=14667","evaluationofaselfforgivenessinterventiondoesitpromoteemotionresolutionandprosocialbehavior"
"Proquest","Dissertations & Theses","Internet usage, self -regulatory skills, and personality traits","Donohoe, M. Bertille","ProQuest Dissertations and Theses","2007","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/internet-usage-self-regulatory-skills-personality/docview/304792269/se-2?accountid=14667","internetusageselfregulatoryskillsandpersonalitytraits"
"Proquest","Dissertations & Theses","Relationship of *purpose to character strengths in emerging adulthood","Mariano, Jennifer Menon","ProQuest Dissertations and Theses","2006","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/relationship-purpose-character-strengths-emerging/docview/304981080/se-2?accountid=14667","relationshipofpurposetocharacterstrengthsinemergingadulthood"
"Proquest","Dissertations & Theses","Forgiveness and its relationship to personality, spirituality, and well -being: The question of incremental validity","Jones, Sandra S.","ProQuest Dissertations and Theses","2005","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/forgiveness-relationship-personality-spirituality/docview/305353564/se-2?accountid=14667","forgivenessanditsrelationshiptopersonalityspiritualityandwellbeingthequestionofincrementalvalidity"
"Proquest","Dissertations & Theses","How does forgiveness work to improve mental health?","Schwartzenberger, Kathleen J. M.","ProQuest Dissertations and Theses","2005","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/how-does-forgiveness-work-improve-mental-health/docview/304992109/se-2?accountid=14667","howdoesforgivenessworktoimprovementalhealth"
"Proquest","Dissertations & Theses","The influence of paternal involvement in education on children's self-concept from a reflected -self model","Brady, Michael S.","ProQuest Dissertations and Theses","2004","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/influence-paternal-involvement-education-on/docview/305082902/se-2?accountid=14667","theinfluenceofpaternalinvolvementineducationonchildrensselfconceptfromareflectedselfmodel"
"Proquest","Dissertations & Theses","Exploring forgiveness of self and others using integrative methodologies","Barber, Louise","PQDT - Global","2004","social desirability",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/exploring-forgiveness-self-others-using/docview/1969988823/se-2?accountid=14667","exploringforgivenessofselfandothersusingintegrativemethodologies"
"Proquest","Dissertations & Theses","Does Active Leisure Improve Worker Well-being? An Experimental Daily Diary Approach","Hu, Xinyu","ProQuest Dissertations and Theses","2018","socially desirable responding",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/does-active-leisure-improve-worker-well-being/docview/2102173334/se-2?accountid=14667","doesactiveleisureimproveworkerwellbeinganexperimentaldailydiaryapproach"
"Proquest","Dissertations & Theses","Victimization, Fear of Crime, and Perception of Risk in the Workplace: Testing Rival Theories with a Sample of Greek and Greek-Cypriot Journalists","Kodellas, Spyridon","ProQuest Dissertations and Theses","2012","socially desirable responding",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/victimization-fear-crime-perception-risk/docview/1316620148/se-2?accountid=14667","victimizationfearofcrimeandperceptionofriskintheworkplacetestingrivaltheorieswithasampleofgreekandgreekcypriotjournalists"
"Proquest","Dissertations & Theses","Perfectionism in the context of burnout, job satisfaction, and depression","Fairlie, Paul","ProQuest Dissertations and Theses","2011","socially desirable responding",NA,"https://proxy.lib.umich.edu/login?url=https://www.proquest.com/dissertations-theses/perfectionism-context-burnout-job-satisfaction/docview/885427352/se-2?accountid=14667","perfectionisminthecontextofburnoutjobsatisfactionanddepression"
"WebofScience","Journal Article","THE SELF-POSSESSION SCALE: PSYCHOMETRIC FEATURES AND PERSPECTIVES OF APPLICATION","Zolotareva, AA","PSIKHOLOGICHESKII ZHURNAL","2018","balanced inventory of desirable responding","10.7868/S0205959218010105",NA,"theselfpossessionscalepsychometricfeaturesandperspectivesofapplication"
"WebofScience","Journal Article","French validation of the Differential Emotions Scale IV (DES-IV)","Ricard-St-Aubin, JS; Philippe, FL; Beaulieu-Pelletier, G; Lecours, S","EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE","2010","social desirability","10.1016/j.erap.2009.05.001",NA,"frenchvalidationofthedifferentialemotionsscaleivdesiv"
"pubmed","Journal Article","High self-control predicts good adjustment, less pathology, better grades, and interpersonal success","Tangney JP, Baumeister RF, Boone AL.","J Pers","2004","social desirability","10.1111/j.0022-3506.2004.00263.x",NA,"highselfcontrolpredictsgoodadjustmentlesspathologybettergradesandinterpersonalsuccess"
"Scopus","Journal Article","ADVANCE integrated group intervention to address both substance use and intimate partner abuse perpetration by men in substance use treatment: a feasibility randomised controlled trial","Gilchrist G., Potts L., Radcliffe P., Halliwell G., Dheensa S., Henderson J., Johnson A., Love B., Gilchrist E., Feder G., Parrott S., Li J., McMurran M., Kirkpatrick S., Stephens-Lewis D., Easton C., Berbary C., Landau S.","BMC Public Health","2021","balanced inventory of desirable responding","10.1186/s12889-021-11012-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106892381&doi=10.1186%2fs12889-021-11012-3&partnerID=40&md5=ad9fceb050df9e98091d45fb9cb0eaa3","advanceintegratedgroupinterventiontoaddressbothsubstanceuseandintimatepartnerabuseperpetrationbymeninsubstanceusetreatmentafeasibilityrandomisedcontrolledtrial"
"Scopus","Journal Article","The �Big Everything�: Integrating and investigating dimensional models of psychopathology, personality, personality pathology, and cognitive functioning.","Littlefield A.K., Lane S.P., Gette J.A., Watts A.L., Sher K.J.","Personality Disorders: Theory, Research, and Treatment","2021","balanced inventory of desirable responding","10.1037/per0000457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090587734&doi=10.1037%2fper0000457&partnerID=40&md5=3f3e18286b3099c0cebc090857919ae0","thebigeverythingintegratingandinvestigatingdimensionalmodelsofpsychopathologypersonalitypersonalitypathologyandcognitivefunctioning"
"Scopus","Journal Article","The impacts of electronic versus waiter ordering on consumer's healthy food choice","Wu H., Zhou L., Ali F., Chen J.-H., Niu M., Hu J.","Psychology and Marketing","2022","impression management","10.1002/mar.21653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125371677&doi=10.1002%2fmar.21653&partnerID=40&md5=407df4111425c1f724daa5cf2f501311","theimpactsofelectronicversuswaiterorderingonconsumershealthyfoodchoice"
"Scopus","Journal Article","The peak of health: The vertical representation of healthy food","Wang F., Basso F.","Appetite","2021","impression management","10.1016/j.appet.2021.105587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109930258&doi=10.1016%2fj.appet.2021.105587&partnerID=40&md5=2a23b2d73357694349f9805769c6a7ce","thepeakofhealththeverticalrepresentationofhealthyfood"
"Scopus","Journal Article","Self-control and investment choices","Sekscinska K., Rudzinska-Wojciechowska J., Jaworska D.","Journal of Behavioral Decision Making","2021","impression management","10.1002/bdm.2236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100987125&doi=10.1002%2fbdm.2236&partnerID=40&md5=2bc338f3d0ca067d615da485a2f6d2aa","selfcontrolandinvestmentchoices"
"Scopus","Journal Article","How Body Size Cues Judgments on Person Perception Dimensions","Bryksina O., Wang L., Mai-McManus T.","Social Psychological and Personality Science","2021","impression management","10.1177/1948550620963675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094906126&doi=10.1177%2f1948550620963675&partnerID=40&md5=a15e48295ce23c4cf4ddcba82bbd2493","howbodysizecuesjudgmentsonpersonperceptiondimensions"
"Scopus","Book","Motivation and Self-regulation in Sport and Exercise","Englert C., Taylor I.M.","Motivation and Self-regulation in Sport and Exercise","2021","impression management","10.4324/9781003176695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102698640&doi=10.4324%2f9781003176695&partnerID=40&md5=03cce6345496a63a2bd4e2a7234dae31","motivationandselfregulationinsportandexercise"
"Scopus","Journal Article","Adolescents� ethnic-racial centrality moderates effect of school-based intervention on ethnic-racial identity exploration.","Wantchekon K.A., Uma�a-Taylor A.J., Sladek M.R., McDermott E.R., Updegraff K.A.","Developmental Psychology","2021","impression management","10.1037/dev0001150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102836676&doi=10.1037%2fdev0001150&partnerID=40&md5=391d546c3e2c0759e3e994968b95035e","adolescentsethnicracialcentralitymoderateseffectofschoolbasedinterventiononethnicracialidentityexploration"
"Scopus","Journal Article","Self-Regulation and Learning From Failures: Probabilistic Reversal Learning Task Reveals Lower Flexibility Persisting After Punishment in Procrastinators","Przetacka J., Drozdziel D., Michalowski J.M., Wypych M.","Journal of Experimental Psychology: General","2021","impression management","10.1037/xge0001161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123206483&doi=10.1037%2fxge0001161&partnerID=40&md5=05da0b2ef19d245541837bfd13a9670f","selfregulationandlearningfromfailuresprobabilisticreversallearningtaskrevealslowerflexibilitypersistingafterpunishmentinprocrastinators"
"Scopus","Journal Article","Four innovations: A robust integrated behavioral health program in pediatric primary care.","Herbst R.B., McClure J.M., Ammerman R.T., Stark L.J., Kahn R.S., Mansour M.E., Burkhardt M.C.","Families, Systems and Health","2020","impression management","10.1037/fsh0000537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102211699&doi=10.1037%2ffsh0000537&partnerID=40&md5=ed840f1e2f8ff165787c04030862ba05","fourinnovationsarobustintegratedbehavioralhealthprograminpediatricprimarycare"
"Scopus","Journal Article","A meta-analytic investigation of consumer over-indebtedness: The role of impulsivity","Frigerio M., Ottaviani C., Vandone D.","International Journal of Consumer Studies","2020","impression management","10.1111/ijcs.12570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079450196&doi=10.1111%2fijcs.12570&partnerID=40&md5=f1debab65394f075cf473b21ff2c1a36","ametaanalyticinvestigationofconsumeroverindebtednesstheroleofimpulsivity"
