Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Publisher,PubMed ID,Document Type,Publication Stage,Open Access,Source,EID
"Blackhart G.C., Williamson J., Nelson L.","6507592377;57199894299;57149874300;","Social anxiety in relation to Selfcontrol depletion following social interactions",2015,"Journal of Social and Clinical Psychology","34","9",,"747","773",,4,"10.1521/jscp.2015.34.9.747","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946721348&doi=10.1521%2fjscp.2015.34.9.747&partnerID=40&md5=44c4fe422055a425954494ac4ba8e0c6","Guilford Publications",,Article,"Final","",Scopus,2-s2.0-84946721348
"Thau S., Derfler-Rozin R., Pitesa M., Mitchell M.S., Pillutla M.M.","16176620900;26039095700;55102745300;55416563300;6602792496;","Unethical for the sake of the group: Risk of social exclusion and pro-group unethical behavior",2015,"Journal of Applied Psychology","100","1",,"98","113",,124,"10.1037/a0036708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925654366&doi=10.1037%2fa0036708&partnerID=40&md5=1b48588bd2d0d0e34760cfad54faee5a","American Psychological Association Inc.","24773402",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84925654366
"Drouin M., O'Connor K.W., Schmidt G.B., Miller D.A.","35085948500;56494170400;55932472900;55494865700;","Facebook fired: Legal perspectives and young adults' opinions on the use of social media in hiring and firing decisions",2015,"Computers in Human Behavior","46",,,"123","128",,38,"10.1016/j.chb.2015.01.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921808366&doi=10.1016%2fj.chb.2015.01.011&partnerID=40&md5=49a4237d1399a26e2513c1086b0191c2","Elsevier Ltd",,Article,"Final","",Scopus,2-s2.0-84921808366
"Uziel L.","16305445700;","Life seems different with you around: Differential shifts in cognitive appraisal in the mere presence of others for neuroticism and impression management",2015,"Personality and Individual Differences","73",,,"39","43",,6,"10.1016/j.paid.2014.09.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908010178&doi=10.1016%2fj.paid.2014.09.023&partnerID=40&md5=1795c5f78b5020006a7a86d966b9e72d","Elsevier Ltd",,Article,"Final","",Scopus,2-s2.0-84908010178
"Masicampo E.J., Martin S.R., Anderson R.A.","23009384800;57196054175;56780780200;","Understanding and Overcoming Self-control Depletion",2014,"Social and Personality Psychology Compass","8","11",,"638","649",,32,"10.1111/spc3.12139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926356689&doi=10.1111%2fspc3.12139&partnerID=40&md5=38f222c4a3a247723c41ff137a863f72","Wiley-Blackwell",,Article,"Final","",Scopus,2-s2.0-84926356689
"Uziel L., Hefetz U.","16305445700;56416528000;","The selfish side of self-control",2014,"European Journal of Personality","28","5",,"449","458",,18,"10.1002/per.1972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910133337&doi=10.1002%2fper.1972&partnerID=40&md5=38bd84dac08a9ba733c7ff7748818dc9","John Wiley and Sons Ltd",,Article,"Final","",Scopus,2-s2.0-84910133337
"Findley M.B., Carvallo M., Bartak C.P.","56100262300;6507608674;36551931700;","The Effect of Self-control on Willingness to Sacrifice in Close Relationships",2014,"Self and Identity","13","3",,"334","344",,18,"10.1080/15298868.2013.826595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897584503&doi=10.1080%2f15298868.2013.826595&partnerID=40&md5=9a15612d4942b48af5a66d493d7c8c26",,,Article,"Final","",Scopus,2-s2.0-84897584503
"Malouf E.T., Schaefer K.E., Witt E.A., Moore K.E., Stuewig J., Tangney J.P.","56033366200;55341207900;24177896200;55830362600;8669208700;7004465389;","The Brief Self-Control Scale Predicts Jail Inmates' Recidivism, Substance Dependence, and Post-Release Adjustment",2014,"Personality and Social Psychology Bulletin","40","3",,"334","347",,39,"10.1177/0146167213511666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893865626&doi=10.1177%2f0146167213511666&partnerID=40&md5=122d50704cfe685d4a4f4907c96d1edf",,"24345712",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84893865626
"Garrett L.E., Klemme A.K., Wilkins A.L.","56900800100;57218114544;55445151600;","Related constructs and measures from beyond the field of ethics",2014,"Research Companion to Ethical Behavior in Organizations: Constructs and Measures",,,,"255","366",,1,"10.4337/9781782547471.00014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080893342&doi=10.4337%2f9781782547471.00014&partnerID=40&md5=9e3afc36cdfd235069c6d92402505975","Edward Elgar Publishing Ltd.",,Book Chapter,"Final","",Scopus,2-s2.0-85080893342
"Gebauer J.E., Bleidorn W., Gosling S.D., Rentfrow P.J., Lamb M.E., Potter J.","11140570500;27367623900;16733981500;6602274526;7102285207;7403341430;","Cross-cultural variations in big five relationships with religiosity: A sociocultural motives perspective",2014,"Journal of Personality and Social Psychology","107","6",,"1064","1091",,63,"10.1037/a0037683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925435340&doi=10.1037%2fa0037683&partnerID=40&md5=6f60fa2b210f578888a4ae25c8d30a79","American Psychological Association Inc.","25180757",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84925435340
"Dzhogleva H., Lamberton C.P.","56266788000;40761633300;","Should birds of a feather flock together? understanding self-control decisions in dyads",2014,"Journal of Consumer Research","41","2",,"361","380",,42,"10.1086/676599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904188785&doi=10.1086%2f676599&partnerID=40&md5=9055f1c31f028e82c38b86ca9cf6bfcf","University of Chicago Press",,Article,"Final","",Scopus,2-s2.0-84904188785
"Johnson R.E., Lanaj K., Barnes C.M.","12647656600;55368739800;57210584699;","The good and bad of being fair: Effects of procedural and interpersonal justice behaviors on regulatory resources",2014,"Journal of Applied Psychology","99","4",,"635","650",,142,"10.1037/a0035647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904066353&doi=10.1037%2fa0035647&partnerID=40&md5=a067b352cd4c9827afb2745ea1bd8d4a","American Psychological Association Inc.","24446913",Article,"Final","",Scopus,2-s2.0-84904066353
"van Kleef E., Kavvouris C., van Trijp H.C.M.","13908181800;56123690400;6603618895;","The unit size effect of indulgent food: How eating smaller sized items signals impulsivity and makes consumers eat less",2014,"Psychology and Health","29","9",,"1081","1103",,27,"10.1080/08870446.2014.909426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902879237&doi=10.1080%2f08870446.2014.909426&partnerID=40&md5=6a54cf84b313f0b096cd3df9fece0e8f","Routledge","24678943",Article,"Final","",Scopus,2-s2.0-84902879237
"Uziel L.","16305445700;","Impression management (""Lie"") scales are associated with interpersonally oriented self-control, not other-deception",2014,"Journal of Personality","82","3",,"200","212",,27,"10.1111/jopy.12045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899656415&doi=10.1111%2fjopy.12045&partnerID=40&md5=681415acde4180655b0c1c86e6a97087","Blackwell Publishing Ltd","23750550",Article,"Final","",Scopus,2-s2.0-84899656415
"Bertrams A., Schmeichel B.J.","26321341500;6506692179;","Improving Self-control by Practicing Logical Reasoning",2014,"Self and Identity","13","4",,"419","431",,13,"10.1080/15298868.2013.836562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897439234&doi=10.1080%2f15298868.2013.836562&partnerID=40&md5=073d74037bc361488851c22903e68ab8","Psychology Press Ltd",,Article,"Final","",Scopus,2-s2.0-84897439234
"Parks C.D., Joireman J., Van Lange P.A.M.","7102976604;6602142819;7004460194;","Cooperation,trust,and antagonism:How public goods are promoted",2013,"Psychological Science in the Public Interest, Supplement","14","3",,"119","165",,98,"10.1177/1529100612474436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890197983&doi=10.1177%2f1529100612474436&partnerID=40&md5=00f65dcfafc8f9772c95d8093b383756","SAGE Publications Inc.",,Article,"Final","",Scopus,2-s2.0-84890197983
"Gerber M., Fuchs R., Pühse U.","24721244300;7202603298;14045669500;","Self-control strategies with high levels of perceived stress and exercise-related barriers: An explanation for the sport activities of police officers [Selbstkontrollstrategien bei hohem wahrgenommenem Stress und hohen Bewegungsbarrieren: Bedeutung für die Erklärung sportlicher Aktivität bei Polizeiangestellten]",2013,"Zeitschrift fur Sportpsychologie","20","3",,"107","116",,3,"10.1026/1612-5010/a000098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886696707&doi=10.1026%2f1612-5010%2fa000098&partnerID=40&md5=ba671e304a5495352e815e7e440c7e09",,,Article,"Final","",Scopus,2-s2.0-84886696707
"Baron R.A.","7202712750;","Enhancing entrepreneurial excellence: Tools for making the possible real",2013,"Enhancing Entrepreneurial Excellence: Tools for Making the Possible Real",,,,"","",208,17,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881676730&partnerID=40&md5=85b6c106aee443f0423fcd498ce71f29","Edward Elgar Publishing Ltd.",,Book,"Final","",Scopus,2-s2.0-84881676730
"Neal D.T., Wood W., Drolet A.","14622844200;35244109900;6603812559;","How do people adhere to goals when willpower is low? The profits (and pitfalls) of strong habits",2013,"Journal of Personality and Social Psychology","104","6",,"959","975",,113,"10.1037/a0032626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882273748&doi=10.1037%2fa0032626&partnerID=40&md5=896e3c911bd6ad192cc1f9a5a21336b3",,"23730907",Article,"Final","",Scopus,2-s2.0-84882273748
"Wilcox K., Stephen A.T.","26434929700;54421301400;","Are close friends the enemy? online social networks, self-esteem, and self-control",2013,"Journal of Consumer Research","40","1",,"90","103",,213,"10.1086/668794","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877878744&doi=10.1086%2f668794&partnerID=40&md5=12b0d2927b72c957ced1b78215cdfab5",,,Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84877878744
"Riskind J.H., Kleiman E.M., Weingarden H., Danvers A.F.","7003680685;37031224700;36984554200;55989487300;","Cognitive vulnerability to anxiety in the stress generation process: Further investigation of the interaction effect between the Looming Cognitive Style and Anxiety Sensitivity",2013,"Journal of Behavior Therapy and Experimental Psychiatry","44","4",,"381","387",,15,"10.1016/j.jbtep.2013.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877342095&doi=10.1016%2fj.jbtep.2013.03.002&partnerID=40&md5=1ba8e956cf43f99cae356a2b182e0467",,"23651606",Article,"Final","",Scopus,2-s2.0-84877342095
"Hertwig R., Hoffrage U.","6701597346;6701672064;","Simple Heuristics in a Social World",2013,"Simple Heuristics in a Social World",,,,"1","672",,60,"10.1093/acprof:oso/9780195388435.001.0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921687056&doi=10.1093%2facprof%3aoso%2f9780195388435.001.0001&partnerID=40&md5=e0abbbb03fe227f44fb0612b303e97b7","Oxford University Press",,Book,"Final","",Scopus,2-s2.0-84921687056
"Van Hooft E.A.J., Wanberg C.R., van Hoye G.","6506939038;6701572214;6507059032;","Moving beyond job search quantity: Towards a conceptualization and self-regulatory framework of job search quality",2013,"Organizational Psychology Review","3","1",,"3","40",,80,"10.1177/2041386612456033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118492044&doi=10.1177%2f2041386612456033&partnerID=40&md5=fc6de8b7e2d97e963ba8145ddf1d50ec","SAGE Publications Inc.",,Article,"Final","",Scopus,2-s2.0-85118492044
"Vohs K.D., Fennis B.M.","7004605055;6507982433;","From weakness to strength: Low self-control can be good for sustainability",2013,"Encouraging Sustainable Behavior: Psychology and the Environment",,,,"127","136",,,"10.4324/9780203141182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918879022&doi=10.4324%2f9780203141182&partnerID=40&md5=0da356b34fbd537d8f7a72a371a19d66","Taylor and Francis",,Book Chapter,"Final","",Scopus,2-s2.0-84918879022
"Baumeister R.F., Stillman T.F.","7102470609;15063519100;","Self-regulation and close relationships",2013,"The Self and Social Relationships",,,,"139","158",,4,"10.4324/9780203783061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918871191&doi=10.4324%2f9780203783061&partnerID=40&md5=20838c48107f7eae3399fb0df46b69c4","Taylor and Francis",,Book Chapter,"Final","",Scopus,2-s2.0-84918871191
"Hattie J., Yates G.C.R.","7004391680;7006499590;","Visible Learning and the Science of How We Learn",2013,"Visible Learning and the Science of How We Learn",,,,"1","349",,85,"10.4324/9781315885025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909119698&doi=10.4324%2f9781315885025&partnerID=40&md5=fb1cd556ae0c16ab5d43b38434a8dd54","Taylor and Francis",,Book,"Final","",Scopus,2-s2.0-84909119698
"Vinney L.A., Turkstra L.S.","36612468200;7004665738;","The role of self-regulation in voice therapy",2013,"Journal of Voice","27","3",,"390.e1","390.e11",,24,"10.1016/j.jvoice.2013.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876994694&doi=10.1016%2fj.jvoice.2013.01.003&partnerID=40&md5=800ffaac8389a8159649f7975493047c","Mosby Inc.",,Review,"Final","",Scopus,2-s2.0-84876994694
"Bélanger J.J., Lafrenière M.-A.K., Vallerand R.J., Kruglanski A.W.","55184651600;25222947100;7004358762;7006753360;","When passion makes the heart grow colder: The role of passion in alternative goal suppression",2013,"Journal of Personality and Social Psychology","104","1",,"126","147",,91,"10.1037/a0029679","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875521842&doi=10.1037%2fa0029679&partnerID=40&md5=f91d241a8b79ee367c222867836165b7",,"22905768",Article,"Final","",Scopus,2-s2.0-84875521842
"Howland M., Hunger J.M., Mann T.","36458544100;36908952400;7101879250;","Friends don't let friends eat cookies: Effects of restrictive eating norms on consumption among friends",2012,"Appetite","59","2",,"505","509",,31,"10.1016/j.appet.2012.06.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864126540&doi=10.1016%2fj.appet.2012.06.020&partnerID=40&md5=e7f2b07571f4e0a5cdd1d97bb0dbc9ef",,"22771755",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84864126540
"Cavallo J.V., Holmes J.G., Fitzsimons G.M., Murray S.L., Wood J.V.","26535548500;57189698700;7004227390;35756113600;7404352989;","Managing motivational conflict: How self-esteem and executive resources influence self-regulatory responses to risk",2012,"Journal of Personality and Social Psychology","103","3",,"430","451",,30,"10.1037/a0028821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874494408&doi=10.1037%2fa0028821&partnerID=40&md5=3486620b6eaab5aab97449557c266bc0",,"22663349",Article,"Final","",Scopus,2-s2.0-84874494408
"Fischer P., Kastenmüller A., Asal K.","24433634300;36950470400;55332021100;","Ego depletion increases risk-taking",2012,"Journal of Social Psychology","152","5",,"623","638",,38,"10.1080/00224545.2012.683894","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864863524&doi=10.1080%2f00224545.2012.683894&partnerID=40&md5=635d5035946529be36ed49eef8db7998",,"22931000",Article,"Final","",Scopus,2-s2.0-84864863524
"Watterson K., Giesler R.B.","55600177900;7004119038;","Religiosity and self-control: When the going gets tough, the religious get self-regulating",2012,"Psychology of Religion and Spirituality","4","3",,"193","205",,23,"10.1037/a0027644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874031807&doi=10.1037%2fa0027644&partnerID=40&md5=4c00ba7e1830a2b05b98203d5ee2b299",,,Article,"Final","",Scopus,2-s2.0-84874031807
"Alquist J., Baumeister R.F.","30867492000;7102470609;","Self-control: Limited resources and extensive benefits",2012,"Wiley Interdisciplinary Reviews: Cognitive Science","3","3",,"419","423",,8,"10.1002/wcs.1173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859831249&doi=10.1002%2fwcs.1173&partnerID=40&md5=cd3b71f0cf7dfe90b4a65de6e4078804",,,Article,"Final","",Scopus,2-s2.0-84859831249
"Roberts J.A., Manolis C.","55482971300;6602724036;","Cooking up a recipe for self-control: The three ingredients of self-control and its impact on impulse buying",2012,"Journal of Marketing Theory and Practice","20","2",,"173","188",,32,"10.2753/MTP1069-6679200204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863535781&doi=10.2753%2fMTP1069-6679200204&partnerID=40&md5=57929293601aecff5286ce9cedb1f7e9",,,Article,"Final","",Scopus,2-s2.0-84863535781
"Koole S.L., Jostmann N.B., Baumann N.","6603727614;8659092600;7102015627;","Do Demanding Conditions Help or Hurt Self-Regulation?",2012,"Social and Personality Psychology Compass","6","4",,"328","346",,49,"10.1111/j.1751-9004.2012.00425.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859330872&doi=10.1111%2fj.1751-9004.2012.00425.x&partnerID=40&md5=bb3b308327da5abacb8624dd10be419c",,,Review,"Final","All Open Access, Green",Scopus,2-s2.0-84859330872
"Uziel L.","16305445700;","Asymmetry in self-other agreement on attachment style among romantic partners",2012,"Journal of Research in Personality","46","2",,"223","226",,4,"10.1016/j.jrp.2011.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858007810&doi=10.1016%2fj.jrp.2011.12.001&partnerID=40&md5=ecc26b628d3a79f3f971b96392f5ede8",,,Article,"Final","",Scopus,2-s2.0-84858007810
"Uziel L., Baumeister R.F.","16305445700;7102470609;","The Effect of Public Social Context on Self-Control: Depletion for Neuroticism and Restoration for Impression Management",2012,"Personality and Social Psychology Bulletin","38","3",,"384","396",,20,"10.1177/0146167211427310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857148396&doi=10.1177%2f0146167211427310&partnerID=40&md5=85c40589d327817791d114ccd34cb0d4",,"22143310",Article,"Final","",Scopus,2-s2.0-84857148396
"Uysal A., Knee C.R.","16032385500;7003922480;","Low trait self-control predicts self-handicapping",2012,"Journal of Personality","80","1",,"59","79",,11,"10.1111/j.1467-6494.2011.00715.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856182821&doi=10.1111%2fj.1467-6494.2011.00715.x&partnerID=40&md5=b8ebd8c255fbec2bcd109b8f35c235d0",,"21241304",Article,"Final","",Scopus,2-s2.0-84856182821
"Koutstaal W.","6701550572;","The Agile Mind",2012,"The Agile Mind","9780195367188",,,"1","784",,14,"10.1093/acprof:oso/9780195367188.001.0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883482290&doi=10.1093%2facprof%3aoso%2f9780195367188.001.0001&partnerID=40&md5=a1365a3f73e8aa5f554f634d80ce047f","Oxford University Press",,Book,"Final","",Scopus,2-s2.0-84883482290
"Higgins E.T.","7102620086;","Beyond Pleasure and Pain: How Motivation Works",2012,"Beyond Pleasure and Pain: How Motivation Works",,,,"1","576",,276,"10.1093/acprof:oso/9780199765829.001.0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953828449&doi=10.1093%2facprof%3aoso%2f9780199765829.001.0001&partnerID=40&md5=96cc226d471ca5c73dd4fa8ddd0872e9","Oxford University Press",,Book,"Final","",Scopus,2-s2.0-77953828449
"Bertrams A., Dickhäuser O.","26321341500;6603563606;","Passionate thinkers feel better",2012,"Journal of Individual Differences","33","2",,"69","75",,14,"10.1027/1614-0001/a000081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860111856&doi=10.1027%2f1614-0001%2fa000081&partnerID=40&md5=0bb14b733ade72c4c6b5f44aae7201ad",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-84860111856
"Laurin K., Kay A.C., Fitzsimons G.M.","24468418000;7201741106;7004227390;","Divergent effects of activating thoughts of god on self-regulation",2012,"Journal of Personality and Social Psychology","102","1",,"4","21",,106,"10.1037/a0025971","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855328200&doi=10.1037%2fa0025971&partnerID=40&md5=d7385dc44d019aa7ad43416e73fbdbc7",,"22023712",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84855328200
"Barber L.K., Munz D.C.","25421348100;7102141215;","Consistent-sufficient sleep predicts improvements in self-regulatory performance and psychological strain",2011,"Stress and Health","27","4",,"314","324",,46,"10.1002/smi.1364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053541108&doi=10.1002%2fsmi.1364&partnerID=40&md5=1c37bc027295d6ba6b14f8b820b4528b",,,Article,"Final","",Scopus,2-s2.0-80053541108
"Bertrams A., Unger A., Dickhäuser O.","26321341500;56524164500;6603563606;","Momentarily available self-control strength - Introduction of a measure and first findings from educational-psychological contexts [Originalartikel: Momentan verfügbare selbstkontrollkraft - vorstellung eines messinstruments und erste befunde aus pädagogischpsychologischen kontexten]",2011,"Zeitschrift fur Padagogische Psychologie","25","3",,"185","196",,52,"10.1024/1010-0652/a000042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052119360&doi=10.1024%2f1010-0652%2fa000042&partnerID=40&md5=0cad73382e7e8ce6311825851af66e45",,,Article,"Final","",Scopus,2-s2.0-80052119360
"Rawn C.D., Vohs K.D.","26025759600;7004605055;","People use self-control to risk personal harm: An intra-interpersonal dilemma",2011,"Personality and Social Psychology Review","15","3",,"267","289",,43,"10.1177/1088868310381084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959756832&doi=10.1177%2f1088868310381084&partnerID=40&md5=86f9a76025ceadca717bc987b806a8c7",,"20807858",Article,"Final","",Scopus,2-s2.0-79959756832
"Burkley E., Anderson D., Curtis J.","14521983000;53867762600;57199320087;","You wore me down: Self-control strength and social influence",2011,"Social and Personality Psychology Compass","5","7",,"487","499",,29,"10.1111/j.1751-9004.2011.00367.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054839280&doi=10.1111%2fj.1751-9004.2011.00367.x&partnerID=40&md5=2a4c58bf85afbef7ed18ebfcd62225bf",,,Review,"Final","",Scopus,2-s2.0-80054839280
"Tangney J.P., Stuewig J., Mashek D., Hastings M.","7004465389;8669208700;13405540500;23501542200;","Assessing jail inmates' proneness to shame and guilt: Feeling bad about the behavior or the self?",2011,"Criminal Justice and Behavior","38","7",,"710","734",,97,"10.1177/0093854811405762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958238226&doi=10.1177%2f0093854811405762&partnerID=40&md5=49d1e1aabbe7c56704a449af61803547",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-79958238226
"Gino F., Schweitzer M.E., Mead N.L., Ariely D.","15832026500;7201620795;15070676300;7003817999;","Unable to resist temptation: How self-control depletion promotes unethical behavior",2011,"Organizational Behavior and Human Decision Processes","115","2",,"191","203",,425,"10.1016/j.obhdp.2011.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956261973&doi=10.1016%2fj.obhdp.2011.03.001&partnerID=40&md5=7502825c5d9fe1f1a373abfcae1414df",,,Article,"Final","",Scopus,2-s2.0-79956261973
"Kashdan T.B., Weeks J.W., Savostyanova A.A.","6602002113;7202330909;24529008800;","Whether, how, and when social anxiety shapes positive experiences and events: A self-regulatory framework and treatment implications",2011,"Clinical Psychology Review","31","5",,"786","799",,136,"10.1016/j.cpr.2011.03.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955513674&doi=10.1016%2fj.cpr.2011.03.012&partnerID=40&md5=7ead5f4e50dd9262c9c765589a5f2630",,"21529701",Review,"Final","",Scopus,2-s2.0-79955513674
"Righetti F., Finkenauer C.","36951712900;6603831008;","If You Are Able to Control Yourself, I Will Trust You: The Role of Perceived Self-Control in Interpersonal Trust",2011,"Journal of Personality and Social Psychology","100","5",,"874","886",,115,"10.1037/a0021827","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955515137&doi=10.1037%2fa0021827&partnerID=40&md5=3a3c1ea82d86d9e8109ed5b6f6840fac",,"21319912",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79955515137
"Konrath S.H., O'Brien E.H., Hsing C.","6508345773;47461605200;47461219400;","Changes in dispositional empathy in American college students over time: A meta-analysis",2011,"Personality and Social Psychology Review","15","2",,"180","198",,498,"10.1177/1088868310377395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953659759&doi=10.1177%2f1088868310377395&partnerID=40&md5=50db6bd416b2b03694a6bbb43f81ae5a",,"20688954",Article,"Final","",Scopus,2-s2.0-79953659759
"Vohs K.D., Finkenauer C., Baumeister R.F.","7004605055;6603831008;7102470609;","The sum of friends' and lovers' self-control scores predicts relationship quality",2011,"Social Psychological and Personality Science","2","2",,"138","145",,86,"10.1177/1948550610385710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051756151&doi=10.1177%2f1948550610385710&partnerID=40&md5=22fc2e33b3b8b747bb8934e27a50b77a","SAGE Publications Inc.",,Article,"Final","",Scopus,2-s2.0-80051756151
"Jacobson R.P., Mortensen C.R., Cialdini R.B.","36930376600;14066465100;7004705959;","Bodies Obliged and Unbound: Differentiated Response Tendencies for Injunctive and Descriptive Social Norms",2011,"Journal of Personality and Social Psychology","100","3",,"433","448",,181,"10.1037/a0021470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952089957&doi=10.1037%2fa0021470&partnerID=40&md5=9e890de8623eeccae0a1833602cd3e55",,"21171790",Article,"Final","",Scopus,2-s2.0-79952089957
"Heatherton T.F., Wagner D.D.","7003350269;24829824600;","Cognitive neuroscience of self-regulation failure",2011,"Trends in Cognitive Sciences","15","3",,"132","139",,578,"10.1016/j.tics.2010.12.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951959478&doi=10.1016%2fj.tics.2010.12.005&partnerID=40&md5=60c4be3c26ba45452be04334e694a728",,"21273114",Review,"Final","All Open Access, Green",Scopus,2-s2.0-79951959478
"Vohs K.D., Lasaleta J.D.","7004605055;24341442700;","Self-Regulation in the interpersonal sphere",2011,"Psychology of Self-Regulation: Cognitive, Affective, and Motivational Processes","9780203837962",,,"289","302",,3,"10.4324/9780203837962","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920691247&doi=10.4324%2f9780203837962&partnerID=40&md5=08316b589203a73ae685991096c669fe","Taylor and Francis",,Book Chapter,"Final","",Scopus,2-s2.0-84920691247
"Fiedler K., Bluemke M., Unkelbach C.","7102213565;22033334000;12787875700;","Exerting control over allegedly automatic associative processes",2011,"Psychology of Self-Regulation: Cognitive, Affective, and Motivational Processes",,,,"249","269",,12,"10.4324/9780203837962","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920656436&doi=10.4324%2f9780203837962&partnerID=40&md5=d3cb48b858ff721ca21f53f371224dba","Taylor and Francis",,Book Chapter,"Final","",Scopus,2-s2.0-84920656436
"Baumeister R.F., Alquist J.L.","7102470609;30867492000;","Self-Regulation as a limited resource: Strength model of control and depletion",2011,"Psychology of Self-Regulation: Cognitive, Affective, and Motivational Processes",,,,"21","33",,31,"10.4324/9780203837962","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920651308&doi=10.4324%2f9780203837962&partnerID=40&md5=f6428e3db96f02c57fc1361a6849e2f1","Taylor and Francis",,Book Chapter,"Final","",Scopus,2-s2.0-84920651308
"Vohs K.D., Schmeichel B.J.","7004605055;6506692179;","Self-regulation: How and why people reach (and fail to reach) their goals",2011,"The Self",,,,"139","162",,7,"10.4324/9780203818572","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919567923&doi=10.4324%2f9780203818572&partnerID=40&md5=ff872fc500c4bce212b3945fc17c3f26","Taylor and Francis",,Book Chapter,"Final","",Scopus,2-s2.0-84919567923
"Friese M., Wänke M., Hofmann W.","12143724600;23398914200;55612718000;","Unscrambling self-regulatory behavior determination: The interplay of impulse strength, reflective processes, and control resources",2011,"Psychology of Self-Regulation: Cognitive, Affective, and Motivational Processes",,,,"53","71",,5,"10.4324/9780203837962","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861223050&doi=10.4324%2f9780203837962&partnerID=40&md5=6440cbb68e1e77016efbe71d6e200ff4","Taylor and Francis",,Book Chapter,"Final","",Scopus,2-s2.0-84861223050
